,ass_id,criterion_id,statement_id,statement,score_id,score_value
17,e8d1a4036c852ec6d3afbf81480a9023,a681ec1bd7d0bd8b99173ab73cc188ba,9ff2bc3b-7bc4-45b4-a135-8e6e7a664d18,"CSS v2.1 is dependent from HTML, its main function is to describe how HTML elements should be displayed on web documents.

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",14abff2c-f83d-4660-a1d8-d7b47c87769c,0
18,e8d1a4036c852ec6d3afbf81480a9023,6c2fa441b1e2040d22325a51f0f53b39,2010e569-2e67-4880-8391-9bcde8ce8522,"The purpose of CSS v2.1 is to give format to web designs, thus, the use of the specifications does not hamper the scalability of systems. By using CSS v2.1, administrations, citizens or businesses can visualize data over the Internet. If the environment grows or changes, CSS can be adapted without creating harm over the solution.

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",b8254f4b-8b52-48d1-b0fb-de7b12caef5c,1
19,e8d1a4036c852ec6d3afbf81480a9023,69057bb18f3b1437181faea4fd32a8de,343ebb89-f1d2-4488-b4a0-2d06db8427f0,"The purpose of CSS v2.1 is not related with data portability. Therefore, this criterion is not applicable for this specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",7343f539-4dab-40a1-8b6e-66d3300207af,2
20,e8d1a4036c852ec6d3afbf81480a9023,0d432b4fa0f143ceb720596f190e0102,dc499049-12e3-4553-aaff-58b51c0d16af,"The purpose of CSS is not related to the once-only principle. Therefore, this criterion is not applicable to the specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",f2d2b369-9730-4b4b-b740-bd7e0e800e77,2
21,e8d1a4036c852ec6d3afbf81480a9023,5620615d81f539b396d9e72ede450fd7,ebe36b5b-a689-4fd0-b5ec-76e6b840cf75,"By providing style, the CSS is an asset that when used properly could help to enhance and ease the accessibility of disabled people. It could help to provide context and support the functionalities of the web design. Moreover, the Regional Government of Bizkaia developed his website to promote the integration of groups with disabilities into the Public Administration of Bizkaia. They used XHTML 1.0 recommendations and CSS2.

CSS and JavaScript accessibility best practices:
https://developer.mozilla.org/en-US/docs/Learn/Accessibility/CSS_and_JavaScript

CSS2 implemented in e-accessability project:
https://joinup.ec.europa.eu/collection/einclusion/document/eaccesibility-public-administration-bizkaia-bizkaianet",fa044422-7a4e-40aa-a6d1-f2ff18ce7331,1
22,e8d1a4036c852ec6d3afbf81480a9023,e01abc278514f50624be7a51cb9c72b0,90b463db-e698-4b6f-94bd-258f4929efe5,"The purpose of CSS is not related to security and privacy of the data exchange. Therefore, this criterion is not applicable to the specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",4207958c-1b6a-48e5-9693-49cb12bd9934,2
23,e8d1a4036c852ec6d3afbf81480a9023,dc70f2ddd6b41a5c71727fa353e2f04e,67b2287d-7675-4ac5-b9bd-dea4a403651a,"The purpose of CSS v2.1 is not related to the delivery of multilingual public services. Therefore, this criterion is not applicable to the specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",7e7c7920-5549-4a03-9427-cc8d34ef0d32,2
24,e8d1a4036c852ec6d3afbf81480a9023,e0b6fd49c17ac62ecd397b9d2102a2c8,7b992a24-177c-4142-93ad-70a9d9b950c2,"The specifications is not directly related with the data exchange, but it could be used to provide user-friendly appearance and detail to those public services accessible via HTML. CSS could support the implementation of digital services avoiding the non-digital ones. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",7f898110-8cd2-477e-8726-37ec0dd92c91,1
25,e8d1a4036c852ec6d3afbf81480a9023,d832d0d51143fa0a21d429980dff09be,5e862710-8235-4972-aa4a-feaa0df76d87,"The purpose of CSS v2.1 is not related to long term preservation of electronic records. Therefore, this criterion is considered not applicable to this specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",64541801-da88-434d-8a15-4ef34a8d1a58,2
26,e8d1a4036c852ec6d3afbf81480a9023,3015b02174f63fe27ed976eb6be2173a,1cd9c1fa-e8eb-4bf8-a683-ce8497d04025,"There are existing documentation and studies assessing the effectiveness and efficiency of CSS v2.1. It is a comparison between 3 versions, CSS, CSS2 and CSS3. As well, the study shows the improvement of the different versions over time as resulting in more efficient and faster web designs.

Comparison CSS2 and CSS3:
https://hackr.io/blog/difference-between-css-css2-and-css3",268f31dd-71c5-4c33-a514-9244362fa07f,1
27,e8d1a4036c852ec6d3afbf81480a9023,08ebe98d9906ae121d734e1adfdcbd3f,35510a24-7442-4283-80c3-ada24db42ced,"CSS v2.1 is already associated with EIRA ABBs in the European Library Of Specifications (ELIS). More specifically, CSS can define the interoperability aspects of the ""Human Interface"" ABB of the EIRA Technical Application View.

EIRA Library of Interoperability Specifications (ELIS):
https://joinup.ec.europa.eu/solution/elis/release/v100",b4941bd6-cc5c-43d1-9e1a-f8429b43ded5,1
28,e8d1a4036c852ec6d3afbf81480a9023,3c201dc582f729cddf3b176ab1a3a0d5,fcd4ab3c-520b-4c0a-af6a-45de051f4450,"W3C provides a Markup Validation Service for free to validate CSS, and (X)HTML using style sheets.

W3C Markup Validation Service:
https://validator.w3.org/

Online CSS validator:
https://jigsaw.w3.org/css-validator/",cafe4848-1ede-46e9-8a0c-fee2d43fa4e6,1
29,e8d1a4036c852ec6d3afbf81480a9023,790360b73fc300b4f3b3d5781f5c58bf,b5d2f600-5841-42d0-adb6-ef4df54d2e6b,"8 Member States are recommending CSS2 v2.1 in their ICT National Catalogues. This Member States are Croatia, France, Malta, the Netherlands, Norway, Poland Spain and Sweden.

CAMSS List of Standards:
https://joinup.ec.europa.eu/collection/common-assessment-method-standards-and-specifications-camss/camss-list-standards",a65d8e81-c3a9-4406-8241-4130fdfa5cd4,1
30,e8d1a4036c852ec6d3afbf81480a9023,0fb00f5e00492be3cfa666319c7dd6da,be7150b0-caf0-4ec0-ba66-d42406a39890,"CSS is currently being used by the EUR-Lex, the European gateway to EU Law for the presentation of the different types of documents that it includes. EUR-Lex is run by the Publications Office of the European Union with the aim to provide official and comprehensive access to EU legal documents. 

Presentation style sheets EU Vocabulary:
https://op.europa.eu/en/web/eu-vocabularies/presentation-style-sheets

EUR-Lex:
https://eur-lex.europa.eu/homepage.html?locale=en",61508b17-1bee-4853-84da-b0dff83b7192,1
31,e8d1a4036c852ec6d3afbf81480a9023,5e96722729b950f1830fb73ed3910ef3,72615168-af84-42e4-a91e-f4958ed768c8,"The specification is included in 8 Member States' catalogues of recommended specifications. This Member States are Croatia, France, Malta, the Netherlands, Norway, Poland Spain and Sweden.

CAMSS List of Standards:
https://joinup.ec.europa.eu/collection/common-assessment-method-standards-and-specifications-camss/camss-list-standards",8d1bf6ab-bb72-4189-bd94-5b0947110988,1
32,e8d1a4036c852ec6d3afbf81480a9023,e81e85e531abf618c2b37221f070b982,f781b3e7-4d0b-4b24-bc32-17fc4cc341dc,"After checking the different standard catalogues at supra-national level, there is no evidence of the inclusion of CSS v2.1 within any European catalogue of standards.

ICT technical specifications:
https://ec.europa.eu/growth/industry/policy/ict-standardisation/ict-technical-specifications_en

CEN search tool catalogue:
https://standards.cen.eu/dyn/www/f?p=CENWEB:105::RESET::::

CENELEC search tool catalogue:
https://www.cenelec.eu/dyn/www/f?p=104:107:0::::FSP_LANG_ID:25",1702a80c-ae6d-46de-9845-84ea595f545b,0
33,e8d1a4036c852ec6d3afbf81480a9023,87a9ce047cfa7d0978e6a2a7518e53e1,fbcc20c7-ed21-4a27-b1d9-e4f8ce1b6ef5,No evidences have been found of the specification being included in a formal interoperability agreement between organisations involved in the European public services provision.,baf390c9-d6c5-4d64-bafe-dd01d31b878e,0
34,e8d1a4036c852ec6d3afbf81480a9023,ff059382710638e130d49fe6decff5ba,56d18f45-e70b-459c-b26e-c8cdb3a8c922,"After checking the assessments performed by CAMSS and the list of specifications identified by the MSP Multi-stakeholder-platform, no assessment verifying the compliance of the specification with the European standardisation regulation has been found.

ICT technical specifications:
https://ec.europa.eu/growth/industry/policy/ict-standardisation/ict-technical-specifications_en",75aa51c9-d5a2-4f69-95fc-243e2fea15c1,0
35,e8d1a4036c852ec6d3afbf81480a9023,76ebc82f8260d19ac83f5938b8db7ed4,4209f5a8-3754-402c-ae3f-d0921d5cae66,"The purpose of CSS is not related to the modelling of business processes. Therefore, this criterion is not applicable to the specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",382d8df7-708c-4c96-b5b3-4b4cb2a8dc9e,2
36,e8d1a4036c852ec6d3afbf81480a9023,02710e4406b9d5008e22432fca77b9ef,f403a7ee-5c95-49e4-9249-5ebce730da54,"The purpose of CSS is not related to organisational interoperability. Therefore, this criterion is not applicable to the specification. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",37924e43-d22e-47c4-a3fe-df43942e15fa,2
37,e8d1a4036c852ec6d3afbf81480a9023,c8f3160603854c61e45e977af3ba49d7,3d75ba33-c4dc-4035-8d0a-8f7c5b052fe5,"CSS does not define a cross-sector reusable data model. Instead, it defines a set of conventions and rules to provide style to web documents. 

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/",1c803a90-1434-4839-8f76-0070ab5d029c,0
38,e8d1a4036c852ec6d3afbf81480a9023,a28ab768bf3b6c3c70164f5592627b02,029ec0c4-9575-47d4-8356-8f325b826651,"CSS is a simple mechanism for adding style (fonts, colours, spacing...) to web documents, but by itself, it does not publish data on the web. It also does not comply with the other levels of maturity of Tim Berners-Lee's 5 stars for open data nor the principles of the linked open data.

CSS v2.1 W3C reference:
https://www.w3.org/TR/2011/REC-CSS2-20110607/

Five star linked open data:
https://www.w3.org/DesignIssues/LinkedData.html",991db21f-2d81-4ef7-b73b-7e6d2bf03064,0
0,0993cad9968c3eac3030f1da531d6026,c42a5a8ff73196201aac3c90c0f9c95f,966424c8-9615-4b6b-bb5f-7b6d374c7512,"There is no Member State that includes CPOV in their national catalogue with the National Interoperability Framework (NIF) aligned with at least 4 out of 5 sections of the European Interoperability Framework (EIF) according to the National Interoperability Framework Observatory (NIFO) factsheets.

CAMSS List of Standards:
https://joinup.ec.europa.eu/collection/common-assessment-method-standards-and-specifications-camss/camss-list-standards",6a884393-07cc-41e6-b846-9386bd6e37e4,0
1,0993cad9968c3eac3030f1da531d6026,018d36156569392f2aafea23f64a76c2,b5963cad-d03e-443c-9418-ab05d97ffff2,"The CPOV eases the description and publication of datasets including information of different public organisations, their services and responsibilities. These descriptions are done using human and redeable formats which ease the reusability and the information exchange across-borders. 

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary

5-star linked open data:
https://www.w3.org/DesignIssues/LinkedData.html",6c4c197c-b9f9-4bf9-bd58-79687f29a0bd,1
2,0993cad9968c3eac3030f1da531d6026,6e66052782871e8f735e877ab531746b,d1514d7c-ba80-4787-99aa-ac8901d0d6be,"The Semantic Interoperability Community (SEMIC) has established Working Groups. These Working Groups are open to the participation of everyone interested in semantic solutions working for public administrations in the Member States or in EU institutions.

SEMIC working groups:
https://joinup.ec.europa.eu/collection/semantic-interoperability-community-semic/about",0ca4b684-e2d2-42e2-b415-e05ef37d554a,1
3,0993cad9968c3eac3030f1da531d6026,86480aeb679a28b84c21e76373281a89,48848d8b-99b5-4a72-bf81-135750ed9ac5,"​The Semantic Interoperability Community (SEMIC) develops solutions to help European public administrations perform seamless and meaningful cross-border and cross-domain data exchanges. They develop semantic specifications and interoperability solutions under the ISA² Programme. When a new solution release is finished, it is submitted for a public review with a minimum period of four weeks.

Specification development process by the ISA Programme:
https://joinup.ec.europa.eu/collection/semantic-interoperability-community-semic/document/description-change-management-release-and-publication-process-structural-metadata-specifications

Detailed document ISA Programme:
https://joinup.ec.europa.eu/sites/default/files/document/2016-10/description_of_a_change_management_release_and_publication_process_for_structural_metadata_specifications_developed_by_the_isa_progr.pdf",64c8ccbc-098b-418f-876d-2411695a467a,1
4,0993cad9968c3eac3030f1da531d6026,4e9a30bee7bc426848739d2f6306a3f4,275446cb-316f-4c73-93bf-0d2a346ae568,"CPOV is publicly available for its use and implementation. Moreover, it is available for everyone to study with no cost on Joinup webpage.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",5752d47b-43ea-400e-98b0-17123760d6e5,1
5,0993cad9968c3eac3030f1da531d6026,d9708f7ddb370ef2f423f5ef40e0212f,b85e6f5a-855e-4cc5-bebe-635fe0cde066,"All solutions developed in ISA² Programme are under ISA Open Metadata Licence which is perpetual, royalty-free and non-exclusive license to Use and re-Use the Works.

ISA open metadata license:
https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11",ff5c9c21-13ff-4eab-87f1-ee6d11e9c969,1
6,0993cad9968c3eac3030f1da531d6026,1408eabc0d6cf718b6797e574778544c,80be9078-4d1f-4040-a2ee-6d33b8a54696,"All solutions developed in ISA² Programme are under ISA Open Metadata Licence which is perpetual, royalty-free and non-exclusive license to Use and re-Use the Works.

ISA open metadata license:
https://joinup.ec.europa.eu/licence/isa-open-metadata-licence-v11",63d3cef1-988a-4310-ac88-bf4405242e91,1
7,0993cad9968c3eac3030f1da531d6026,75ae91ad6e35df68c0fdf68310f95632,126767bf-179e-414a-b531-718758182fd0,"The Core Public Organisation Vocabulary was released in December 2016. Its first aspiration was to become a common data model for describing public organisations in the European Union. So, CPOV is mature enough for its use in the development of products and services.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",1a4db841-76a2-4b55-8228-6c8dfce36947,1
8,0993cad9968c3eac3030f1da531d6026,077c966676cefd77a045324b17f73f2b,14a32665-308a-4dd8-8ec7-f726a9735823,"Although the Core Public Organisation Vocabulary is sufficiently mature for its use in the development of products and services, it does not have a good market acceptance because it has not been integrated with any official solution, it has only been tested on pilots.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",ca680c7a-21e6-477b-acc8-23507b2cadf2,0
9,0993cad9968c3eac3030f1da531d6026,bff365d744436a47cb68583789942a3c,4d448284-d5dd-438e-9662-4252aaf25a3e,"Although the Core Public Organisation Vocabulary does not have a good market acceptance, it proportionates innovative benefits such as facilitate information sharing, facilitate the development of common information systems, and cross-border information exchange.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",36a6e870-6698-4fc4-a160-14901d32a06f,1
10,0993cad9968c3eac3030f1da531d6026,e81f968ffcd82a2aa7c9317374724895,644f335a-f5ed-4482-88a8-348ee3f3dda6,"As it happens with all the e-Government Vocabularies, it has the SEMIC action from the ISA2 as responsible for the maintenance of the development. Additionally, there's a post on W3C in open government community group that talks about the specification.

CPOV page on Joinup: 
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary

CPOV post in W3C:
https://www.w3.org/community/opengov/2016/02/21/core-public-organisation-vocabulary/",822f65ad-56ee-440c-b3ec-d5476a374a78,1
11,0993cad9968c3eac3030f1da531d6026,eb586dd9bcab05b431f4be7a8fe4c7f3,7f32df69-4e4c-43b5-a400-d6e782d3b653,"The main purpose of CPOV is to provide a reusable data model for describing public organisations in the European Union. It manages a public portfolio that facilitates the discovery of which public authorities and departments are responsible for given areas of the public task. So, it facilitates the visibility of administrative rules.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",6d8c8b42-fef2-4dd6-92f4-236c4f940998,1
12,0993cad9968c3eac3030f1da531d6026,18193cd10351ff88c41670f1732ded10,2c2d19be-cc31-4a9d-b29b-d9c0ccd828a4,"The main purpose of CPOV is to provide a reusable data model for describing public organisations in the European Union. The CPOV helps to identify where responsibilities and functions are duplicated or overlapped. So, it helps to comprehend the administrative rules and data of public administration.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",dde544bd-3807-4b2f-94b9-10dd85f08a84,1
13,0993cad9968c3eac3030f1da531d6026,84c9dc669c9d40e2e541ad4e6172ca7f,e7c0f3d8-9c36-4366-bda6-8834578cf55c,"The purpose of CPOV is not related to the availability of interfaces with internal information systems. Therefore, this criterion is not applicable to this specification. 

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",cd773441-bf71-4de2-99cf-8f25c3b3a2ca,2
14,0993cad9968c3eac3030f1da531d6026,a20e9c41d70c67b369048847ef4bb353,064af270-4acd-4e52-9f18-2a3837b54a17,"CPOV is a business domain agnostic data model that can be reused in a cross-domain way.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",618b7fcf-3ec4-4ceb-b723-569490be1381,1
15,0993cad9968c3eac3030f1da531d6026,50f9b713a1a993210642e0cd97fcdc41,fc4dde05-d53f-41da-8aaa-cf7058a2174e,"The specification is available for its use and implementation at the Joinup platform with all its documentation. 

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",c034a326-6716-4442-8a14-eaad42b396b0,1
16,0993cad9968c3eac3030f1da531d6026,7b3adb5beefed16606f7bb175e1795c8,48800c68-14ab-4c96-9f44-1243a9e81925,"CPOV can be found for free along within the European Collaborative Platform, Joinup.

CPOV in Joinup platform:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",4eed4479-2820-4fa7-a4bf-ec57ba475314,1
17,0993cad9968c3eac3030f1da531d6026,a681ec1bd7d0bd8b99173ab73cc188ba,434ae28e-a392-4c56-ad72-7cbb3dd9c6c5,"The specification is independent of any software or platform. The Core Public Organisation Vocabulary can be used by any organisation.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",d2e69d13-af11-47b3-8499-3df0071fb357,1
18,0993cad9968c3eac3030f1da531d6026,6c2fa441b1e2040d22325a51f0f53b39,ef6d0cd1-eab8-422d-bad2-40ba1e0936c6,"The adoption of CPOV as a data model does not hamper the scalability of systems. The use of existing data models for the development of common information systems facilitates the development of those systems and improves their interoperability.
 
CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",480bb04e-5d5c-46b8-9b3e-c352e4fd7978,1
19,0993cad9968c3eac3030f1da531d6026,69057bb18f3b1437181faea4fd32a8de,ee5912c0-a06b-407c-b628-df5644fcf983,"The Core Public Organisation Vocabulary facilitates information sharing between governments, businesses, and citizens. The CPOV allows managing a cross-border repository of public services and organisations. So, it fosters data portability between systems and applications supporting the implementation and evolution of European public services.

CPOV Joinup reference:
https://joinup.ec.europa.eu/solution/e-government-core-vocabularies/core-public-organisation-vocabulary",a9f0cc16-870e-4496-ba84-3b763647d8f2,1
