assessment_id,assessment_title,tool_version,tool_release_date,scenario,submitter_unit_id,L1,submitter_org_id,L2,L3,L4,L5,L6,L7,scenario_id,L8,spec_id,distribution_id,P1,P2,sdo_id,P3,P4,P5,P6,C1,C2,C3,assessment_date,io_spec_type,criterion_camss_id,criterion_sha_id,criterion_score_id,criterion_score,criterion_justification_id,criterion_justification
901981adc7391f00196e37c503e590da0e8a58b0418d1eb3f620fef747da8d31,Asset Description Metadata Schema (ADMS),3.1.0,31/03/2020,EIF,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-06-30,fa3a7cf6ccb859ff672f6579e000e61d96f0756c83c13b96e3139ae97beb13bd,European Interoperability Framework (EIF),e4940944a20f90dcd28ec5ccaa3bbd3cb74c15004568cc32968faeb0819a69a2,c96b0997-b7b3-4b8b-9860-7b471005a250,Asset Description Metadata Schema (ADMS),https://www.w3.org/TR/vocab-adms/,9636eed232bdd72a742cfe71b68d60e9ec229b756af663ec6518b2809a843c23,W3C (http://www.w3.org),,,,,,,2020-06-30,Generic Specification,A11,b21a3eb972a2119979bc57368474efa809e8dd16cede48bc492e8b64da1abee9,6b1523c8-2652-4d3d-8544-c8ca8ee1a10f,1,7d49c15c-58b0-4a21-99ff-79092797ab6c,"ADMS was developed and it is maintained by W3C which is an international community developing open standards.

ADMS in W3C:
https://www.w3.org/TR/vocab-adms/

ADMS in Joinup:
https://joinup.ec.europa.eu/solution/asset-description-metadata-schema-adms/about"
901981adc7391f00196e37c503e590da0e8a58b0418d1eb3f620fef747da8d31,Asset Description Metadata Schema (ADMS),3.1.0,31/03/2020,EIF,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-06-30,fa3a7cf6ccb859ff672f6579e000e61d96f0756c83c13b96e3139ae97beb13bd,European Interoperability Framework (EIF),e4940944a20f90dcd28ec5ccaa3bbd3cb74c15004568cc32968faeb0819a69a2,c96b0997-b7b3-4b8b-9860-7b471005a250,Asset Description Metadata Schema (ADMS),https://www.w3.org/TR/vocab-adms/,9636eed232bdd72a742cfe71b68d60e9ec229b756af663ec6518b2809a843c23,W3C (http://www.w3.org),,,,,,,2020-06-30,Generic Specification,A12,19598487b8ba278c3438dcfd74b74d9aad51beac08c53dbf40bf108ed09e72b2,8fdaaefd-746e-4768-8279-87e9bb517cad,1,560dcde4-07df-43f2-90a8-4a38c71b9201,"By using ADMS to describe assets/solutions, the administrations ensure and enhance the visibility of these solutions and assets that are involved in the development of EU administrations’ activity. 

ADMS on Joinup:
https://joinup.ec.europa.eu/solution/asset-description-metadata-schema-adms/about

ADMS Specification W3C:
https://www.w3.org/TR/vocab-adms/"
901981adc7391f00196e37c503e590da0e8a58b0418d1eb3f620fef747da8d31,Asset Description Metadata Schema (ADMS),3.1.0,31/03/2020,EIF,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-06-30,fa3a7cf6ccb859ff672f6579e000e61d96f0756c83c13b96e3139ae97beb13bd,European Interoperability Framework (EIF),e4940944a20f90dcd28ec5ccaa3bbd3cb74c15004568cc32968faeb0819a69a2,c96b0997-b7b3-4b8b-9860-7b471005a250,Asset Description Metadata Schema (ADMS),https://www.w3.org/TR/vocab-adms/,9636eed232bdd72a742cfe71b68d60e9ec229b756af663ec6518b2809a843c23,W3C (http://www.w3.org),,,,,,,2020-06-30,Generic Specification,A13,7ab883158b51681c78f90d1a00bbb3840aa2c86e309a9abd1ad6e6eedb5e2735,cf3f4ae5-5475-4a5e-9f86-9f4eb78389ab,1,28fc691b-cdbb-404f-a7f8-365f5f178e0f,"ADMS provides a standardised method for describing assets and their distributions. Therefore, while providing a common way and components for the metadata provision, it helps the comprehensibility of data and services of Public administrations across borders.

ADMS on Joinup:
https://joinup.ec.europa.eu/solution/asset-description-metadata-schema-adms/about

ADMS Specification W3C:
https://www.w3.org/TR/vocab-adms/"
901981adc7391f00196e37c503e590da0e8a58b0418d1eb3f620fef747da8d31,Asset Description Metadata Schema (ADMS),3.1.0,31/03/2020,EIF,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-06-30,fa3a7cf6ccb859ff672f6579e000e61d96f0756c83c13b96e3139ae97beb13bd,European Interoperability Framework (EIF),e4940944a20f90dcd28ec5ccaa3bbd3cb74c15004568cc32968faeb0819a69a2,c96b0997-b7b3-4b8b-9860-7b471005a250,Asset Description Metadata Schema (ADMS),https://www.w3.org/TR/vocab-adms/,9636eed232bdd72a742cfe71b68d60e9ec229b756af663ec6518b2809a843c23,W3C (http://www.w3.org),,,,,,,2020-06-30,Generic Specification,A14,33ea90f5c1bb01d4398c57d03a25934dc5722d5ddbc98a43911ea4fb302ec54c,b1191b35-ab8d-4a3e-95fc-f0aaabca34e3,1,e357294a-c1e8-4547-95b4-925118a91a02,"ADMS does not directly help with the provision of application programming interfaces (APIs) or Web services. However, the specification allows to provide a standardised description for assets in a repository. As well, it allows the discoverability of resources from a single access point. An example of this is the European platform, Joinup. 

ADMS on Joinup:
https://joinup.ec.europa.eu/solution/asset-description-metadata-schema-adms/about

ADMS Specification W3C:
https://www.w3.org/TR/vocab-adms/"
901981adc7391f00196e37c503e590da0e8a58b0418d1eb3f620fef747da8d31,Asset Description Metadata Schema (ADMS),3.1.0,31/03/2020,EIF,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-06-30,fa3a7cf6ccb859ff672f6579e000e61d96f0756c83c13b96e3139ae97beb13bd,European Interoperability Framework (EIF),e4940944a20f90dcd28ec5ccaa3bbd3cb74c15004568cc32968faeb0819a69a2,c96b0997-b7b3-4b8b-9860-7b471005a250,Asset Description Metadata Schema (ADMS),https://www.w3.org/TR/vocab-adms/,9636eed232bdd72a742cfe71b68d60e9ec229b756af663ec6518b2809a843c23,W3C (http://www.w3.org),,,,,,,2020-06-30,Generic Specification,A15,3aec34db3622bf18675b8216d0fc1d68fc7eeb501b4f3326402038a3ceb95c21,4304f964-6f13-4601-8315-262f0c36aac8,1,90f9ed5d-e88e-495b-b771-491b8408608b,"Although ADMS was developed taking into account the perspective of the eGovernment System Development, it is a vocabulary that could be reused beyond this domain. It aims to ease the standardisation of assets description in assets repositories, to enhance the discoverability and reuse of assets and solutions. 

ADMS Specification W3C:
https://www.w3.org/TR/vocab-adms/"
901981adc7391f00196e37c503e590da0e8a58b0418d1eb3f620fef747da8d31,Asset Description Metadata Schema (ADMS),3.1.0,31/03/2020,EIF,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-06-30,fa3a7cf6ccb859ff672f6579e000e61d96f0756c83c13b96e3139ae97beb13bd,European Interoperability Framework (EIF),e4940944a20f90dcd28ec5ccaa3bbd3cb74c15004568cc32968faeb0819a69a2,c96b0997-b7b3-4b8b-9860-7b471005a250,Asset Description Metadata Schema (ADMS),https://www.w3.org/TR/vocab-adms/,9636eed232bdd72a742cfe71b68d60e9ec229b756af663ec6518b2809a843c23,W3C (http://www.w3.org),,,,,,,2020-06-30,Generic Specification,A16,c2cedd44f05183dae5548108bdeace2c092b84c7c5d89c475b0741ddae7fc7b2,85b5301c-d546-47a8-aee6-ad6c0afe340d,1,7c0e98d5-416f-4b7e-8f50-6f4c0fcb3297,"ADMS is publicly available for implementation and use for free on W3C's webpage. Therefore, it can be reused by the organisations, administrations, open communities, etc. that developed it.

ADMS on Joinup:
https://joinup.ec.europa.eu/solution/asset-description-metadata-schema-adms/about

ADMS Specification W3C:
https://www.w3.org/TR/vocab-adms/"
901981adc7391f00196e37c503e590da0e8a58b0418d1eb3f620fef747da8d31,Asset Description Metadata Schema (ADMS),3.1.0,31/03/2020,EIF,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-06-30,fa3a7cf6ccb859ff672f6579e000e61d96f0756c83c13b96e3139ae97beb13bd,European Interoperability Framework (EIF),e4940944a20f90dcd28ec5ccaa3bbd3cb74c15004568cc32968faeb0819a69a2,c96b0997-b7b3-4b8b-9860-7b471005a250,Asset Description Metadata Schema (ADMS),https://www.w3.org/TR/vocab-adms/,9636eed232bdd72a742cfe71b68d60e9ec229b756af663ec6518b2809a843c23,W3C (http://www.w3.org),,,,,,,2020-06-30,Generic Specification,A17,17bea234285e6e633e4e21105358610ad5f5f0eaaf82f4bd50cb64ec11538984,607c8cab-7736-4481-bb44-e0a686ed0879,1,a53f8a8a-e8a1-4c67-b714-294150b9a670,"ADMS can be found for free along within the European Collaborative Platform, Joinup.

ADMS on Joinup:
https://joinup.ec.europa.eu/solution/asset-description-metadata-schema-adms/about"
901981adc7391f00196e37c503e590da0e8a58b0418d1eb3f620fef747da8d31,Asset Description Metadata Schema (ADMS),3.1.0,31/03/2020,EIF,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-06-30,fa3a7cf6ccb859ff672f6579e000e61d96f0756c83c13b96e3139ae97beb13bd,European Interoperability Framework (EIF),e4940944a20f90dcd28ec5ccaa3bbd3cb74c15004568cc32968faeb0819a69a2,c96b0997-b7b3-4b8b-9860-7b471005a250,Asset Description Metadata Schema (ADMS),https://www.w3.org/TR/vocab-adms/,9636eed232bdd72a742cfe71b68d60e9ec229b756af663ec6518b2809a843c23,W3C (http://www.w3.org),,,,,,,2020-06-30,Generic Specification,A18,5879b43fc249f0098f3ed687235f432f71bf0c11bd3aa95e063dfdacd64606c8,7164a139-ff04-4223-90dc-8afb7b7950a6,0,8f651c56-3a80-45e0-ab8b-94b45c4af2d9,"Like other vocabularies, ADMS reuses components from other vocabularies. (e.g. foaf, dcat), and also the resource Description Framework (RDF). This causes a dependency that can hamper the interoperability in those cases where new releases of the reused vocabularies are not backward compatible. 

ADMS Specification W3C:
https://www.w3.org/TR/vocab-adms/"
901981adc7391f00196e37c503e590da0e8a58b0418d1eb3f620fef747da8d31,Asset Description Metadata Schema (ADMS),3.1.0,31/03/2020,EIF,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-06-30,fa3a7cf6ccb859ff672f6579e000e61d96f0756c83c13b96e3139ae97beb13bd,European Interoperability Framework (EIF),e4940944a20f90dcd28ec5ccaa3bbd3cb74c15004568cc32968faeb0819a69a2,c96b0997-b7b3-4b8b-9860-7b471005a250,Asset Description Metadata Schema (ADMS),https://www.w3.org/TR/vocab-adms/,9636eed232bdd72a742cfe71b68d60e9ec229b756af663ec6518b2809a843c23,W3C (http://www.w3.org),,,,,,,2020-06-30,Generic Specification,A19,ba46c76c10ad769a23ce4a9a34cb4d96a00407d5fc14ad1c791a870be7563c2b,51943cc8-d393-4339-8df1-fc025e816a16,1,a7b37d5d-af0c-415c-a7a3-6ab0812d06f0,"ADMS, as a vocabulary, can be implemented and reused independently of the amounts of data without hampering the scalability or the interoperability of systems. The reuse of the specification for the description of Interoperability Solutions or assets would ease and enhance the interoperability. 

ADMS Specification W3C:
https://www.w3.org/TR/vocab-adms/"
901981adc7391f00196e37c503e590da0e8a58b0418d1eb3f620fef747da8d31,Asset Description Metadata Schema (ADMS),3.1.0,31/03/2020,EIF,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-06-30,fa3a7cf6ccb859ff672f6579e000e61d96f0756c83c13b96e3139ae97beb13bd,European Interoperability Framework (EIF),e4940944a20f90dcd28ec5ccaa3bbd3cb74c15004568cc32968faeb0819a69a2,c96b0997-b7b3-4b8b-9860-7b471005a250,Asset Description Metadata Schema (ADMS),https://www.w3.org/TR/vocab-adms/,9636eed232bdd72a742cfe71b68d60e9ec229b756af663ec6518b2809a843c23,W3C (http://www.w3.org),,,,,,,2020-06-30,Generic Specification,A20,ab64f97c21ac8b84c75d6f52a89765b1c8fd1856d2d2060926d05e94f306a88d,540cc6ca-abaa-4cf1-8a2a-0a2555af2a2c,1,5800c8b8-b484-41fd-9f13-9bba710110d3,"ADMS supports the evolution of European Public Services by enhancing the discoverability and reuse of interoperability solutions. 

ADMS on Joinup:
https://joinup.ec.europa.eu/solution/asset-description-metadata-schema-adms/about

ADMS Specification W3C:
https://www.w3.org/TR/vocab-adms/"
