assessment_id,assessment_title,tool_version,tool_release_date,scenario,submitter_unit_id,L1,submitter_org_id,L2,L3,L4,L5,L6,L7,scenario_id,spec_id,distribution_id,P1,P2,sdo_id,P3,P4,P5,P6,P7,P8,P9,P10,C1,C2,C3,C4,C5,assessment_date,io_spec_type,criterion_camss_id,criterion_sha_id,score_id,score,statement_id,statement
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A10,5b29a4581c52656a3bcf08224b259c29610cb540c56af4512ebe0ded3adeeac1,bb74cbbf-1ed9-4471-9813-38a36350e4e1,1,af797522-8642-4b6b-9e4c-f7aa57bca490,Every new version of the specification goes through a defined process with open and public consultations. Request for comments are not restricted to the RDA members but are open to all.
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A11,ab118934e7af3d561b9036668a1de9f17c020207e8ebb0ed33d9405e12eeef4c,712c1685-9413-4ab5-9dfb-b6216a42e60f,1,35429bab-1c9e-46e5-b3c0-f18e0d46e148,"Each of the specification approval phases (TAB, Council, Public RfCs / Consultation) allow for objections and appeals.
See: 
https://www.rd-alliance.org/groups/creating-and-managing-rda-groups/working-group-outputs.html"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A9,d310596912dbc916997008f4aed16a81cf5e708cd907e3c53a2e4207468b468b,a1feb6f5-c94a-4047-9b26-d5c916c73f85,1,93337574-30ae-4c71-8aa3-71466a17a27c,Transparency of the development process is evidenced by a defined and publicly available documentation on the development and maintenance of the specification.
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A10,5b29a4581c52656a3bcf08224b259c29610cb540c56af4512ebe0ded3adeeac1,e9953083-9996-4896-8d43-694c7e44980a,1,549ca072-96af-4c5c-8a2b-f0264ad0a04e,Every new version of the specification goes through a defined process with open and public consultations. Request for comments are not restricted to the RDA members but are open to all.
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A11,ab118934e7af3d561b9036668a1de9f17c020207e8ebb0ed33d9405e12eeef4c,0d1bad01-954a-4a92-8294-9b99971dfdf6,1,fcf94e2b-5a03-48a8-86e7-6e50fe5249e9,"Each of the specification approval phases (TAB, Council, Public RfCs / Consultation) allow for objections and appeals.
See: 
https://www.rd-alliance.org/groups/creating-and-managing-rda-groups/working-group-outputs.html"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A12,cac1c963ee5c3624035d7a98a8577db18d04ad6528afc51785f1230f23566ff1,f698bb40-f174-43a8-8270-73848be9de57,0,5e264c54-0a42-455c-9a4c-e382892f4fab,"The Working Group in charge of developing the specification initially provides a light-weight maintenance plan . However, it does not consist in a process for a long-term maintenance of the specification. For instance, no development or review process are described, and no versioning policy is specified."
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A13,7ede9122e530b12ca81694e3ce1f21fa7cf4d6d071d0edb0a2082a0e0d2ad8e4,309dbec3-d60a-4665-b6aa-e75c55bbb238,1,9853c878-bcb1-4016-9a12-ef2eb5d56573,All of the RDA specifications are openly available and free of charge.
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A14a.,164f43cef11b50b88c51c7115a7b37e506af696852ddaf46dfc1cb1c1521ec6d,5cfe645e-8f9d-4f20-ac6e-b224642037cd,1,03a316f1-4878-4e2f-8120-5da40a38020f,"All Outputs packages have been published under the Creative Commons Attribution (CC-BY) licence. RDA’s IPR policy:
See: 
 http://dx.doi.org/10.15497/DA8C2CC2-A7AF-4E3A-A4D6-C100E5C27492"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A14b.,cd828c0ec9887027bdb6b981560bde593cda27c080298ab36323ba5441ba4c31,b949c7d5-5eeb-4bcc-8b79-eb99271d4956,1,6b863863-827b-4006-aa8a-462f30581a61,"All Outputs packages have been published under the Creative Commons Attribution (CC-BY) licence. RDA’s IPR policy:
See: 
 http://dx.doi.org/10.15497/DA8C2CC2-A7AF-4E3A-A4D6-C100E5C27492"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A15a.,54c6979e14b0fde712302882b436570c15837c2941dd6060e9b8615052bca4e1,e6406c18-8246-4707-9420-a7619207c5ff,1,4d462171-0646-4edc-a3ad-c998b636fb78,"The adoption of the specification aims to foster interoperability between public administrations and cross-border exchange of wheat-related data. 
Although the specification is not applicable to several business domains, the several implementations are evidence that there is a need for the exchange of wheat-related data across borders.
"
67c51df40c6688816c3f07396650a3a1cb693c105908bf71bcea7545dbf763f5,Wheat Data Interoperability Guidelines,3.0.0,30/04/2019,MSP,5c0509f7568696d426de2893d44096f36d8ae2ba4a3fea25d0943a9fd276d640,CAMSS Team,ddf032efca18c9e6eaa97bc90924977af1d96bffe564b351a6081835c75d8164,everis,,,,CAMSS@everis.com,2020-03-31 00:00:00,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,1971151aa9a51d1ffebd8db8774b92f2d57f46bb05b9b6de8d056d16479f8ac2,ff521230-0fe8-46c0-a46a-92792c971ab9,Wheat Data Interoperability Guidelines ,https://www.rd-alliance.org/node/752/outputs,35d317bf5ee5f9080ac657da5237232cdba5d984a0bfbd88af91fbb8c659d506,Other SDO/SSO,,,,,,,,,,,,,3/31/2020,,A15b.,df3d12df0d66137fac78fd8e7edde75f94e132cb64f645594cd2a27d3c726bb1,fbbe5cad-0476-4829-9860-53741112b91e,1,9114fafb-65e8-4712-92ba-9875983f7fb6,The RDA website also collects expressions of interest from potential adopters via “Become an RDA Adopter” section  and encourages adopters to submit “Adoption Stories” . RDA has organised a series of webinars  focused on the adoption of the RDA Outputs & Recommendations encouraging dialogue and interaction and facilitating uptake.
